! Landmark Zmap grid file name:   .\DATA\NSLCU.dat
! Created/converted by Oasis Montaj, Geosoft Inc.
@.\DATA\NSLCU.dat  ,GRID,  4
        20,   1.0E+30,       ,     7,       1
       208,       435,  -630000.0000,   672000.0000,  2000000.0000,  2621000.0000,
        0.0000,        0.0000,        0.0000,
@
       -6515.8461914       -6396.9833984       -6297.7744141       -6208.8837891
       -6122.6635742       -6033.2534180       -5936.0341797       -5827.8344727
       -5706.5869141       -5570.5937500       -5418.4882813       -5250.6635742
       -5069.5463867       -4879.4003906       -4684.7783203       -4488.6440430
       -4292.3559570       -4096.4892578       -3901.2353516       -3706.7590332
       -3513.1750488       -3320.8884277       -3129.9340820       -2940.1735840
       -2752.3164063       -2566.8718262       -2384.5673828       -2206.2246094
       -2032.2288818       -1862.9769287       -1698.9400635       -1540.6739502
       -1388.0994873       -1241.0953369       -1101.9930420        -975.1124878
        -862.2835083        -763.4620972        -676.7500000        -595.4799805
        -513.8632813        -438.1524963        -384.0815430        -354.3168945
        -334.1212463        -315.1106873        -297.8896484        -285.0291443
        -277.5390625        -272.2723083        -267.4249573        -261.2788086
        -255.0991211        -249.9261017        -245.5084686        -241.5131836
        -237.7389374        -234.0397186        -230.2215118        -226.1440430
        -221.8037109        -217.3740234        -213.1105194        -209.2407227
        -206.0221405        -203.7321014        -202.4962616        -202.0078125
        -201.6674805        -201.2514648        -200.8209686        -200.1759491
        -198.9482422        -196.9821014        -194.2167969        -190.4449921
        -185.5372772        -179.5919647        -172.7584686        -165.2512970
        -157.3225861        -149.2120819        -141.0680389        -132.8662109
        -124.9272461        -118.0405273        -113.3427734        -111.6422501
        -110.0742188        -112.2815781        -112.2957382         -99.0795898
         -98.7633438        -102.1969376        -101.6948242        -101.5229492
        -101.2843399         -99.6350937         -96.9734726         -94.2164688
         -92.0201797         -90.6640625         -89.9633789         -86.9832382
         -88.7412109        -102.7216797         -98.3201523         -86.4977188
         -75.7503281         -64.7472305         -59.3789063         -64.4347305
         -86.1912460        -126.5701523        -181.0156250        -245.9191132
        -319.5686951        -402.8994141        -501.0092773        -615.4892578
        -737.6870117        -852.6027222        -952.7540894       -1045.9903564
       -1141.8729248       -1236.0136719       -1320.8936768       -1398.9162598
       -1477.0013428       -1558.9946289       -1644.5869141       -1730.8663330
       -1813.2073975       -1885.5313721       -1941.4862061       -1977.5950928
       -1995.7949219       -2002.0489502       -2002.7872314       -2001.6076660
       -1998.1859131       -1990.0427246       -1975.5664063       -1955.4338379
       -1933.7561035       -1919.9525146       -1929.1595459       -1979.4454346
       -2088.0466309       -2268.5144043       -2526.7919922       -2855.6562500
       -3229.5229492       -3600.4028320       -3904.5781250       -4096.1513672
       -4177.5336914       -4182.9570313       -4147.4370117       -4097.0981445
       -4050.1496582       -4017.3395996       -4001.1018066       -3996.6640625
       -3996.9201660       -3997.1457520       -3996.3168945       -3995.5065918
       -3995.8952637       -3997.4506836       -3999.7683105       -4004.2607422
       -4010.5825195       -4004.4987793       -3946.3564453       -3785.2524414
       -3505.1298828       -3147.9643555       -2786.7121582       -2471.0764160
       -2196.3354492       -1924.9349365       -1640.6595459       -1390.8168945
      -16664.5585938      -16630.8808594      -16604.5703125      -16557.8671875
      -16472.5605469      -16345.8408203      -16168.6064453      -15924.8183594
      -15586.7929688      -15122.9169922      -14527.4833984      -13831.9638672
      -13073.9150391      -12280.7822266      -11473.1611328      -10672.2998047
       -9905.2597656       -9200.3437500       -8577.1250000       -8040.8320313
       -7591.5615234       -7225.7470703       -6936.0839844       -6711.6376953
       -6540.4726563       -6409.6943359       -6306.7309570       -6219.7573242
       -6139.2377930       -6057.8422852       -5970.0502930       -5871.3945313
       -5758.2500000       -5627.3916016       -5476.9125977       -5307.6245117
       -5122.9663086       -4927.8120117       -4727.2314453       -4524.6972656
       -4322.1093750       -4120.8310547       -3921.6569824       -3724.5327148
       -3529.6164551       -3336.7646484       -3145.5178223       -2955.9521484
       -2768.0273438       -2582.3383789       -2399.4851074       -2220.0395508
       -2044.3870850       -1872.9202881       -1706.3444824       -1545.2266846
       -1389.5152588       -1239.6885986       -1099.2198486        -971.8569336
        -858.2780151        -758.9062500        -674.3855591        -599.6611328
        -526.8793945        -457.7548828        -406.3958435        -376.8994141
        -357.0838318        -339.4928284        -323.2574768        -308.0948792
        -295.1295471        -284.9736328        -275.5929260        -267.3779297
        -259.8167419        -253.0177460        -246.9104767        -241.1949921
        -235.7242889        -230.3845978        -225.0908203        -219.7366486
        -214.3214569        -208.9340820        -203.7526093        -198.9855194
        -194.6282501        -190.7032928        -187.8839569        -186.2980194
        -185.4851837        -184.9803009        -184.4523163        -183.5667267
        -182.0265350        -179.6982422        -176.6152344        -173.1378632
        -170.4946289        -168.9855194        -165.4545898        -160.3808594
        -154.8281250        -148.5253906        -141.3331757        -134.3386993
        -128.9446564        -128.8483124        -127.8587265        -115.3499374
        -118.6936874        -121.9877930        -108.9155273         -97.1619492
         -77.8575821         -69.0685196         -67.6725235         -66.1204453
         -65.4656601         -65.3707657         -65.0232773         -64.3234024
         -63.5983086         -63.1653633         -62.0222969         -68.3250351
         -88.4389648        -101.8388672        -115.1349258        -107.6355820
         -96.5953751         -98.5817032         -87.1681290         -82.7903671
        -100.7400742        -140.6134491        -196.7574921        -264.3505859
        -341.0665588        -425.4785156        -520.1840820        -628.4824219
        -744.6340942        -858.1835938        -964.3732300       -1064.7742920
       -1160.9447021       -1251.0048828       -1334.1755371       -1412.6483154
       -1490.5247803       -1570.8109131       -1653.9014893       -1738.1488037
       -1820.0198975       -1893.3629150       -1949.9261475       -1984.6251221
       -2000.5570068       -2005.1715088       -2004.9522705       -2002.8673096
       -1997.8260498       -1987.1405029       -1969.2220459       -1945.3507080
       -1920.9516602       -1905.6768799       -1912.4447021       -1956.1669922
       -2053.0820313       -2219.2631836       -2466.7365723       -2797.2529297
       -3192.8061523       -3600.9875488       -3935.1296387       -4130.2841797
       -4200.6440430       -4199.1484375       -4164.4897461       -4117.0332031
       -4070.3425293       -4034.6594238       -4013.8298340       -4004.8000488
       -4001.7375488       -4000.3864746       -3999.0805664       -3997.9829102
       -3998.0183105       -3999.5202637       -4001.8959961       -4004.7512207
       -4006.3364258       -3994.8474121       -3938.9924316       -3796.8547363
       -3551.9736328       -3239.7336426       -2917.5275879       -2625.3591309
       -2368.3483887       -2118.3415527       -1870.7401123       -1668.1993408
      -16640.8632813      -16643.0468750      -16656.4589844      -16643.0976563
      -16611.4570313      -16544.9648438      -16434.8320313      -16264.4345703
      -15996.4160156      -15576.9804688      -14991.9726563      -14294.8925781
      -13538.2734375      -12748.4208984      -11942.4726563      -11136.6201172
      -10348.3310547       -9597.9697266       -8906.4609375       -8292.8623047
       -7769.7216797       -7341.9169922       -7004.7089844       -6747.0561523
       -6554.5434570       -6412.7045898       -6306.8828125       -6223.4086914
       -6150.4501953       -6079.0097656       -6002.1333008       -5914.1699219
       -5809.9755859       -5684.9711914       -5536.4257813       -5365.7841797
       -5178.1894531       -4979.2558594       -4773.6142578       -4564.7172852
       -4355.2695313       -4147.7065430       -3943.2260742       -3742.3864746
       -3544.9792480       -3350.4660645       -3158.5854492       -2968.8618164
       -2781.5585938       -2596.8383789       -2414.7504883       -2235.3425293
       -2058.7304688       -1885.3800049       -1716.4874268       -1553.0101318
       -1395.0430908       -1243.3964844       -1101.7924805        -973.4655151
        -858.0491333        -757.0265503        -673.5529175        -604.5209961
        -539.8600464        -477.4290466        -428.3885193        -399.0384216
        -380.0273438        -363.6017151        -348.4467773        -333.2871094
        -317.4321289        -301.9687500        -287.8559570        -275.1259766
        -265.3162537        -256.8992615        -248.9384766        -241.4674530
        -234.3365936        -227.4165039        -220.6520233        -214.0260468
        -207.5030975        -201.0475311        -194.3899689        -187.1276093
        -181.0550079        -179.0623322        -179.4304962        -181.7434845
        -182.6277618        -182.5323944        -182.7371368        -182.9581757
        -182.8014374        -182.2477264        -181.8162384        -184.1193085
        -181.5649414        -164.8728790        -161.6173553        -163.6030273
        -162.6738281        -160.2872772        -156.6448517        -152.3411407
        -150.5317383        -144.8792267        -126.3473282        -110.8878555
         -91.1137695         -86.4627304         -83.0306015         -62.6375313
         -54.1183281         -52.3240547         -50.7283325         -51.5412903
         -52.3464050         -52.8962708         -52.9868469         -53.0127563
         -53.1983337         -53.6992493         -53.7244568         -53.2978210
         -53.1007500         -70.9376602         -71.3121719         -72.0732422
         -86.2615585         -91.8325195         -97.5071640        -100.9843750
        -129.5125275        -165.6087189        -213.4254608        -280.2898865
        -360.2952576        -448.6411133        -543.3455200        -644.5798950
        -751.0403442        -859.1853638        -966.4804688       -1071.9288330
       -1172.6424561       -1265.7523193       -1351.3028564       -1432.1099854
       -1511.0194092       -1590.0611572       -1670.3720703       -1751.7298584
       -1831.6961670       -1903.9130859       -1959.3892822       -1993.0462646
       -2007.7574463       -2011.5980225       -2011.2337646       -2009.1619873
       -2004.4039307       -1994.2296143       -1975.9383545       -1949.7730713
       -1921.5700684       -1901.3129883       -1900.8950195       -1933.3793945
       -2013.2709961       -2157.0739746       -2381.4738770       -2697.9482422
       -3097.7116699       -3524.2211914       -3879.2131348       -4093.7192383
       -4176.5766602       -4186.5747070       -4166.7041016       -4132.0166016
       -4091.1850586       -4054.0449219       -4027.6237793       -4012.4311523
       -4004.8691406       -4001.3024902       -3999.4460449       -3998.7624512
       -4000.2163086       -4004.3940430       -4009.9821777       -4014.5009766
       -4013.3356934       -3994.7023926       -3936.1164551       -3812.1943359
       -3614.5078125       -3363.6059570       -3094.4633789       -2834.1894531
       -2589.2375488       -2348.9726563       -2125.7387695       -1956.1702881
      -16579.2597656      -16602.8164063      -16641.4042969      -16683.0019531
      -16677.8203125      -16658.0488281      -16613.2207031      -16513.7773438
      -16307.9365234      -15934.6201172      -15385.0058594      -14709.5517578
      -13972.8261719      -13204.1367188      -12413.2998047      -11609.3867188
      -10802.1464844      -10005.1064453       -9241.7626953       -8543.2490234
       -7938.2084961       -7441.8125000       -7054.6904297       -6764.3803711
       -6552.6831055       -6401.3979492       -6294.1948242       -6215.5683594
       -6152.0458984       -6092.5791016       -6028.5629883       -5952.8867188
       -5859.2275391       -5741.1333008       -5594.3715820       -5421.8022461
       -5231.3818359       -5029.4687500       -4819.8906250       -4605.6992188
       -4390.2626953       -4176.6835938       -3967.1635742       -3762.1386719
       -3561.0712891       -3363.7355957       -3169.6499023       -2979.0217285
       -2791.9860840       -2608.1706543       -2427.1904297       -2248.6787109
       -2072.4807129       -1899.1525879       -1729.6630859       -1564.9737549
       -1405.7545166       -1253.0506592       -1108.7015381        -977.4602661
        -861.9287109        -759.7068481        -675.7788086        -610.5042114
        -553.6725464        -497.5063477        -450.7880859        -421.9086914
        -403.7773438        -388.4458008        -373.4944763        -357.9277344
        -340.7887268        -321.9329529        -302.9187927        -285.9824219
        -271.9847107        -261.2652893        -251.6925507        -242.5014648
        -233.7698517        -225.3478241        -217.1490936        -209.1767578
        -200.9490509        -191.8992462        -185.8784180        -187.3906250
        -192.0074921        -199.5984650        -203.0476837        -189.1442108
        -187.7260742        -191.6943359        -193.6396484        -196.0431366
        -198.7605743        -201.5475311        -205.4235077        -202.2934570
        -183.7408905        -166.5208282        -144.0727539        -134.5771484
        -131.2579803        -125.9088516        -119.4490585        -112.7493515
        -106.4075546        -103.3867188         -96.4632187         -74.7901993
         -65.0379257         -60.4887695         -55.3751640         -53.4085274
         -52.4467773         -51.8063164         -52.6424141         -53.4570313
         -53.7975273         -53.9767265         -54.0188789         -54.0058594
         -53.9996758         -53.9990234         -53.9990234         -53.9978828
         -53.0681458         -52.4645081         -52.0256042         -52.4195557
         -53.1326485         -67.9077148         -71.5545273         -88.4516602
        -117.3927383        -174.4038086        -245.2335663        -308.0096130
        -379.1337891        -465.0345154        -558.6995239        -655.7307739
        -755.5437622        -858.9985352        -967.1391602       -1078.2239990
       -1186.3988037       -1286.3685303       -1377.8061523       -1462.4257813
       -1542.1274414       -1618.9840088       -1694.6954346       -1769.8057861
       -1842.7740479       -1908.8819580       -1960.5682373       -1992.6942139
       -2007.9703369       -2013.3614502       -2014.5858154       -2014.2646484
       -2012.0496826       -2005.1696777       -1990.0773926       -1965.8532715
       -1936.5839844       -1911.4024658       -1902.0595703       -1920.4924316
       -1978.3629150       -2088.5856934       -2267.3466797       -2530.8361816
       -2881.7553711       -3282.6665039       -3646.8261719       -3898.4609375
       -4038.8786621       -4109.2968750       -4136.9770508       -4132.8945313
       -4107.1845703       -4073.4377441       -4043.0988770       -4021.3713379
       -4008.2458496       -4001.4973145       -3998.8054199       -3999.1691895
       -4003.1237793       -4010.8967285       -4020.6892090       -4028.6726074
       -4029.0485840       -4011.8334961       -3961.8010254       -3863.7414551
       -3712.5610352       -3518.6145020       -3301.8400879       -3081.2702637
       -2865.6433105       -2654.2937012       -2461.9929199       -2308.9406738
      -16456.2851563      -16505.7460938      -16578.0800781      -16619.3203125
      -16667.2421875      -16691.3710938      -16669.1992188      -16606.2441406
      -16449.2792969      -16132.8242188      -15644.3613281      -15037.7851563
      -14363.3632813      -13642.8935547      -12885.8076172      -12096.5771484
      -11277.0351563      -10434.0449219       -9592.0957031       -8796.7705078
       -8096.4687500       -7523.0571289       -7081.8627930       -6759.1704102
       -6531.1450195       -6373.8427734       -6267.2949219       -6195.0312500
       -6142.4228516       -6097.0053711       -6048.3833008       -5988.2036133
       -5908.6376953       -5800.0502930       -5654.6318359       -5477.1630859
       -5281.6918945       -5076.2402344       -4863.3061523       -4645.0156250
       -4424.8579102       -4206.7143555       -3992.6174316       -3783.1003418
       -3578.3281250       -3377.7531738       -3181.4697266       -2989.4973145
       -2801.5539551       -2617.4301758       -2436.6013184       -2258.5705566
       -2083.0700684       -1910.5281982       -1741.9644775       -1578.3778076
       -1420.1308594       -1266.8320313       -1121.8798828        -989.4348755
        -869.6176758        -766.4783325        -682.3966675        -619.0708008
        -567.8569336        -518.4519653        -475.0397034        -446.5774841
        -428.8038635        -413.7481995        -398.2198792        -381.1725159
        -362.6263123        -342.2250977        -319.9902344        -298.8201599
        -281.0548401        -266.4759216        -254.8522186        -244.2623749
        -234.0310822        -224.1972656        -214.6437225        -204.1645508
        -193.9169922        -195.7280273        -203.6323242        -198.6166992
        -206.4326172        -213.0594025        -198.6972656        -183.3627930
        -161.5738983        -154.2016602        -154.6835938        -154.1914063
        -153.4290314        -152.4386444        -151.4129181        -152.5613556
        -147.9327850        -127.8139648        -119.9524765        -116.5288086
        -110.3463516        -103.7011719         -96.7602539         -89.6233749
         -82.4443359         -75.3429337         -69.5346680         -65.8751602
         -61.2617188         -55.8575859         -51.4505196         -49.6915703
         -49.8793945         -51.6813164         -53.1791992         -53.8608398
         -54.0426445         -54.0045586         -53.9762383         -53.9845390
         -53.9962578         -54.0097046         -53.9995117         -53.9944649
         -53.9903984         -54.0349922         -54.1399727         -54.1956367
         -53.1539726         -51.6284180         -51.0873413         -57.2418633
        -103.2430038        -167.8592072        -236.4957733        -323.8012695
        -413.7729492        -489.3868713        -572.2371216        -665.9575195
        -763.7534180        -865.3063354        -974.3338013       -1091.6038818
       -1209.0343018       -1318.1920166       -1416.7945557       -1505.7957764
       -1586.3387451       -1660.1695557       -1729.5838623       -1796.0274658
       -1858.9013672       -1915.0217285       -1959.4703369       -1988.8361816
       -2004.2908936       -2010.6933594       -2013.2403564       -2014.7860107
       -2015.3459473       -2012.8592529       -2004.0555420       -1986.4755859
       -1961.0198975       -1933.3811035       -1914.3408203       -1915.5054932
       -1946.1556396       -2014.5644531       -2132.2145996       -2319.3566895
       -2596.4277344       -2949.8833008       -3314.6220703       -3620.9943848
       -3845.3293457       -3997.0292969       -4087.1977539       -4123.3310547
       -4118.1059570       -4090.6538086       -4058.1850586       -4030.5942383
       -4011.7480469       -4001.9228516       -3999.1250000       -4001.3466797
       -4008.2609863       -4019.6848145       -4033.4663086       -4045.7268066
       -4051.1940918       -4042.1865234       -4008.4372559       -3939.9665527
       -3831.6303711       -3686.1413574       -3514.7143555       -3333.8408203
       -3156.5966797       -2990.1650391       -2841.7121582       -2703.4707031
      -16285.4726563      -16343.3310547      -16426.8789063      -16507.4257813
      -16561.6445313      -16611.5039063      -16652.2363281      -16605.2343750
      -16475.9238281      -16224.9531250      -15828.4580078      -15317.1005859
      -14724.5009766      -14069.9638672      -13361.4980469      -12600.0957031
      -11779.2646484      -10892.0771484       -9961.2441406       -9052.6816406
       -8243.3310547       -7585.2592773       -7088.4545898       -6733.5429688
       -6491.4833984       -6331.4711914       -6228.5986328       -6164.1381836
       -6123.1772461       -6093.2944336       -6062.9711914       -6022.6093750
       -5962.2314453       -5867.0839844       -5724.0888672       -5537.4833984
       -5330.3154297       -5119.6254883       -4903.4677734       -4681.7758789
       -4458.4448242       -4236.5664063       -4018.4672852       -3804.9587402
       -3596.1877441       -3392.6794434       -3194.5002441       -3001.2502441
       -2812.6335449       -2628.0830078       -2446.7951660       -2268.0939941
       -2092.2280273       -1920.1829834       -1752.8428955       -1590.6260986
       -1434.5843506       -1285.0091553       -1141.4561768       -1008.1867065
        -889.5040894        -783.5803833        -696.2521362        -632.6040039
        -584.9663086        -540.1686401        -498.9873047        -471.0804138
        -453.3242188        -437.6513672        -420.7651367        -402.1773987
        -381.7433167        -359.7018127        -336.6870117        -313.2469177
        -291.7656250        -273.7389221        -258.6723633        -246.3437500
