! Landmark Zmap grid file name:   .\DATA\NSLCU.dat
! Created/converted by Oasis Montaj, Geosoft Inc.
@.\DATA\NSLCU.dat  ,GRID,  4
        20,   1.0E+30,       ,     7,       1
       208,       435,  -630000.0000,   672000.0000,  2000000.0000,  2621000.0000,
        0.0000,        0.0000,        0.0000,
@
      -16481.9570313      -16283.9033203      -16081.5751953      -15856.7861328
      -15583.7167969      -15255.7343750      -14869.3769531      -14426.1513672
      -13915.8769531      -13340.4677734      -12698.8486328      -12017.9414063
      -11298.7705078      -10556.6601563       -9788.6953125       -9037.0742188
       -8344.7724609       -7802.2465820       -7424.3222656       -7169.0810547
       -6965.8579102       -6804.1386719       -6667.3593750       -6553.7656250
       -6452.8852539       -6361.5976563       -6271.9711914       -6181.6113281
       -6085.7558594       -5980.0043945       -5860.4438477       -5728.5346680
       -5586.9731445       -5437.8798828       -5280.9584961       -5118.0698242
       -4947.3115234       -4770.8432617       -4588.8676758       -4405.0053711
       -4217.7158203       -4029.2355957       -3838.7944336       -3649.2036133
       -3458.7583008       -3269.1010742       -3079.0910645       -2891.6350098
       -2705.7705078       -2523.6157227       -2344.3698730       -2171.1159668
       -2002.8358154       -1841.3809814       -1685.4273682       -1537.2630615
       -1395.2689209       -1259.4451904       -1126.4842529       -1000.6765747
        -886.7243042        -783.5393677        -686.2633667        -589.4892578
        -488.5984802        -393.9086914        -323.5325623        -283.8616638
        -263.9736328        -253.7247772        -250.4368439        -253.9711914
        -255.5529022        -253.7595978        -249.7620392        -246.4541016
        -244.3767853        -243.1403046        -242.6848907        -243.3826447
        -244.7493439        -246.2355194        -247.4223633        -248.2853241
        -248.7421875        -248.5857697        -248.1969452        -247.7595978
        -247.8341522        -248.2042694        -248.6964569        -248.1131134
        -246.6938477        -244.5237579        -242.5304413        -239.9060822
        -236.5742188        -232.0463867        -226.6844025        -220.2465820
        -213.2093048        -205.7277069        -198.4690704        -191.5742188
        -185.2340546        -179.2516327        -173.6215820        -168.1253204
        -162.6870117        -157.1531525        -151.6206055        -145.9908905
        -140.4394531        -134.6705780        -128.7443085        -122.1316757
        -114.3719101        -104.2218399         -91.6080704         -76.8284531
         -63.3227539         -54.9614258         -53.9881592         -54.0000000
         -53.8040161         -53.3199463         -52.8584290         -52.2533264
         -51.7940369         -51.5066223         -51.0360107         -51.2011719
         -51.8400078         -52.6643867         -53.4921875         -54.0405273
         -57.8728828         -76.0234375        -115.7618790        -180.6181641
        -267.0416565        -372.9859924        -493.5455627        -621.3276367
        -744.6569214        -854.1428833        -949.6886597       -1038.9381104
       -1131.6070557       -1221.0096436       -1300.5349121       -1373.4442139
       -1452.1876221       -1542.4488525       -1641.9205322       -1742.8780518
       -1836.5684814       -1915.3778076       -1974.8958740       -2012.1695557
       -2031.7161865       -2037.5264893       -2037.7259521       -2037.8148193
       -2041.6053467       -2047.9174805       -2052.4833984       -2044.6837158
       -2014.4161377       -1968.1611328       -1938.9846191       -1969.0025635
       -2090.4033203       -2315.3986816       -2631.1188965       -3009.1811523
       -3401.0673828       -3759.3835449       -4040.1589355       -4207.2988281
       -4268.7519531       -4242.0551758       -4168.7524414       -4080.7805176
       -4010.6669922       -3969.2314453       -3955.6113281       -3961.4870605
       -3971.8977051       -3980.8903809       -3985.5983887       -3987.4064941
       -3991.4587402       -4003.9475098       -4028.7604980       -4062.5092773
       -4086.5754395       -4063.2019043       -3946.1054688       -3705.4050293
       -3365.8857422       -2981.8701172       -2606.7297363       -2246.0832520
       -1852.6595459       -1391.9791260        -928.7507935        -610.8854370
      -16547.6035156      -16385.7324219      -16228.7197266      -16046.7324219
      -15816.7480469      -15531.5644531      -15189.4775391      -14783.1376953
      -14302.9531250      -13741.9257813      -13105.8662109      -12411.1562500
      -11674.7031250      -10902.4863281      -10101.5576172       -9295.6044922
       -8555.7187500       -7971.1591797       -7565.9545898       -7286.0668945
       -7062.0361328       -6871.4736328       -6713.2729492       -6582.9096680
       -6473.3920898       -6376.9599609       -6286.9746094       -6197.6469727
       -6104.2983398       -6002.7280273       -5889.2153320       -5762.2929688
       -5624.2651367       -5477.8789063       -5322.7749023       -5157.5678711
       -4983.4438477       -4802.9863281       -4618.7241211       -4431.8657227
       -4243.0239258       -4052.7062988       -3861.9973145       -3671.0949707
       -3480.1127930       -3289.3090820       -3099.2580566       -2910.4653320
       -2723.8803711       -2540.1325684       -2360.1137695       -2184.6269531
       -2014.5294189       -1850.3343506       -1692.5334473       -1541.1733398
       -1396.0576172       -1255.8636475       -1120.6993408        -993.7001953
        -879.4553833        -779.8473511        -687.4821167        -593.9426880
        -496.4423828        -403.4960938        -336.7571716        -302.8945313
        -282.6586914        -267.4321289        -260.4308167        -259.6987305
        -262.1813049        -261.3999023        -257.5242615        -252.8792267
        -249.1798553        -246.5888672        -244.9147186        -243.9879608
        -243.5146484        -243.1005859        -242.4080353        -241.2203827
        -239.5261993        -237.5131836        -235.4624023        -233.7628632
        -232.7849884        -232.7897186        -233.4033203        -233.5530548
        -232.6518555        -231.3935547        -230.0813751        -228.3969727
        -225.8697968        -222.3629608        -217.8168945        -212.2789764
        -205.8999023        -199.0680389        -192.2109375        -185.6458282
        -179.3881836        -173.3017578        -167.2343750        -161.1111603
        -154.8762970        -148.5192108        -142.1027069        -135.7677460
        -129.5693359        -123.4505234        -117.1499023        -110.4246445
        -102.7490234         -92.9863281         -80.9415665         -69.0128555
         -59.2809258         -53.4933472         -54.0000000         -54.0000000
         -53.7533264         -53.1866760         -53.0000000         -52.5066223
         -52.5159492         -52.5748711         -52.6471367         -52.7962227
         -53.0893555         -53.5652657         -53.7304688         -54.5904961
         -61.7154961         -83.9052734        -128.7716522        -194.1865234
        -276.8916016        -376.6744690        -492.5877380        -618.7565308
        -743.1376953        -851.9062500        -942.1098633       -1028.5811768
       -1124.0224609       -1220.1317139       -1303.7872314       -1378.3167725
       -1456.4392090       -1545.2139893       -1642.0765381       -1739.9935303
       -1831.3422852       -1908.9023438       -1967.1405029       -2004.2576904
       -2022.5429688       -2027.9715576       -2027.3195801       -2025.9428711
       -2026.1428223       -2027.3236084       -2025.8494873       -2014.0855713
       -1983.6950684       -1940.4730225       -1914.0655518       -1943.8214111
       -2058.6999512       -2270.3056641       -2572.4858398       -2940.6171875
       -3333.4301758       -3698.2014160       -3985.0104980       -4164.2578125
       -4234.0209961       -4218.5205078       -4153.3276367       -4074.7529297
       -4009.5031738       -3971.0676270       -3958.9060059       -3963.1640625
       -3972.3869629       -3978.9194336       -3981.5014648       -3983.0778809
       -3987.5983887       -3998.6447754       -4019.4597168       -4050.0676270
       -4078.0251465       -4069.9042969       -3976.3464355       -3759.0368652
       -3426.6577148       -3040.7309570       -2666.1718750       -2318.8811035
       -1962.0203857       -1548.0267334       -1104.2308350        -791.2796021
      -16606.6699219      -16490.8808594      -16374.6582031      -16235.3134766
      -16050.1591797      -15814.2578125      -15522.0859375      -15163.1064453
      -14722.8593750      -14189.8046875      -13566.4208984      -12870.8652344
      -12124.4521484      -11342.0195313      -10537.4130859       -9733.8564453
       -8981.9843750       -8356.7675781       -7887.9321289       -7524.0395508
       -7223.9750977       -6976.4970703       -6776.9916992       -6617.4907227
       -6488.8955078       -6381.4941406       -6286.6904297       -6197.0673828
       -6106.7114258       -6010.6621094       -5905.1533203       -5788.0927734
       -5659.2475586       -5518.5546875       -5365.1914063       -5199.0502930
       -5022.0117188       -4837.2089844       -4648.3408203       -4457.6489258
       -4265.7714844       -4073.2517090       -3880.7177734       -3688.1682129
       -3495.8088379       -3304.0151367       -3113.3789063       -2924.3081055
       -2737.0783691       -2552.4377441       -2371.1918945       -2194.0197754
       -2021.7753906       -1854.9112549       -1693.8115234       -1538.7609863
       -1389.7413330       -1245.9998779       -1108.1894531        -980.8710938
        -868.5686646        -769.9230347        -680.0344849        -592.5027466
        -502.8858948        -419.7975159        -361.2709961        -330.1922302
        -309.6100159        -290.0140076        -275.2252502        -268.3580627
        -266.1243591        -265.4171448        -261.7329102        -256.2709961
        -251.4542694        -247.6721954        -244.6938477        -242.2942657
        -240.2070313        -238.1398163        -235.8064728        -233.0203400
        -229.8121796        -226.4021759        -223.0779572        -220.1577148
        -217.9757538        -216.8260040        -216.6604767        -216.7670898
        -216.4119415        -215.7340546        -215.0211639        -214.0582733
        -212.4345703        -209.9342499        -206.4864960        -202.0577850
        -196.7273712        -190.7213593        -184.3168945        -177.7117462
        -170.9809570        -164.0895233        -156.9702148        -149.6708984
        -142.3318634        -135.0070038        -127.6971054        -120.3590469
        -112.9012070        -105.4825821        -100.6005859         -99.5374374
         -96.7322617         -91.6761093         -86.3767929         -80.9790039
         -76.5654297         -74.3536758         -73.0001602         -71.6805038
         -70.7128906         -70.3123398         -70.3398438         -70.2390976
         -68.1801758         -63.4659843         -59.9448242         -57.4781914
         -55.5004883         -54.1780586         -53.9179688         -58.5543633
         -74.9969101        -108.4765625        -159.7293243        -225.3120117
        -302.4847107        -391.5177307        -495.9020081        -615.9272461
        -738.9923706        -847.6930542        -939.0285034       -1027.2298584
       -1122.9866943       -1220.4827881       -1308.5273438       -1387.5615234
       -1466.6964111       -1551.6722412       -1641.4652100       -1731.6097412
       -1816.4686279       -1889.8236084       -1946.2425537       -1983.2374268
       -2002.6072998       -2009.5797119       -2010.6115723       -2010.1903076
       -2008.7779541       -2004.5408936       -1995.4576416       -1979.6760254
       -1957.0904541       -1935.7639160       -1936.2274170       -1983.6622314
       -2098.5231934       -2292.4497070       -2565.3093262       -2902.1345215
       -3271.3398438       -3625.7968750       -3913.0734863       -4097.9882813
       -4179.4765625       -4182.6596680       -4140.9228516       -4083.7595215
       -4032.5979004       -3999.2739258       -3985.4323730       -3984.6347656
       -3988.1501465       -3990.6384277       -3991.2687988       -3991.7514648
       -3994.0270996       -3998.9853516       -4007.1240234       -4018.5258789
       -4028.5070801       -4017.4118652       -3943.6018066       -3758.6643066
       -3451.3205566       -3073.8916016       -2697.5332031       -2359.7336426
       -2050.4484863       -1719.6475830       -1366.9769287       -1092.3680420
      -16651.0664063      -16577.0898438      -16509.1328125      -16413.7187500
      -16276.9677734      -16093.3251953      -15855.2578125      -15549.3789063
      -15155.5000000      -14654.8222656      -14046.2128906      -13351.1435547
      -12598.0126953      -11809.3046875      -11003.8027344      -10206.5781250
       -9455.1005859       -8793.4892578       -8241.4091797       -7784.7451172
       -7407.0366211       -7100.4169922       -6856.4394531       -6665.3085938
